"Dataset","lh_cuneus_gauscurv"
"BGSP",0.036
"BGSP",0.031
"BGSP",0.028
"BGSP",0.032
"BGSP",0.029
"BGSP",0.032
"BGSP",0.033
"BGSP",0.031
"BGSP",0.026
"BGSP",0.036
"BGSP",0.037
"BGSP",0.029
"BGSP",0.033
"BGSP",0.026
"BGSP",0.038
"BGSP",0.034
"BGSP",0.028
"BGSP",0.036
"BGSP",0.031
"BGSP",0.032
"BGSP",0.025
"BGSP",0.031
"BGSP",0.031
"BGSP",0.032
"BGSP",0.033
"BGSP",0.035
"BGSP",0.033
"BGSP",0.03
"BGSP",0.03
"BGSP",0.031
"BGSP",0.027
"BGSP",0.033
"BGSP",0.032
"BGSP",0.034
"BGSP",0.029
"BGSP",0.033
"BGSP",0.03
"BGSP",0.037
"BGSP",0.039
"BGSP",0.035
"BGSP",0.039
"BGSP",0.038
"BGSP",0.031
"BGSP",0.032
"BGSP",0.038
"BGSP",0.032
"BGSP",0.03
"BGSP",0.037
"BGSP",0.033
"BGSP",0.034
"BGSP",0.037
"BGSP",0.035
"BGSP",0.03
"BGSP",0.028
"BGSP",0.029
"BGSP",0.033
"BGSP",0.03
"BGSP",0.028
"BGSP",0.031
"BGSP",0.038
"BGSP",0.034
"BGSP",0.024
"BGSP",0.038
"BGSP",0.026
"BGSP",0.033
"BGSP",0.029
"BGSP",0.031
"BGSP",0.038
"BGSP",0.034
"BGSP",0.034
"BGSP",0.029
"BGSP",0.033
"BGSP",0.031
"BGSP",0.034
"BGSP",0.032
"BGSP",0.034
"BGSP",0.029
"BGSP",0.029
"BGSP",0.028
"BGSP",0.033
"BGSP",0.035
"BGSP",0.026
"BGSP",0.033
"BGSP",0.035
"BGSP",0.039
"BGSP",0.038
"BGSP",0.033
"BGSP",0.036
"BGSP",0.033
"BGSP",0.038
"BGSP",0.035
"BGSP",0.029
"BGSP",0.036
"BGSP",0.039
"BGSP",0.034
"BGSP",0.035
"BGSP",0.041
"BGSP",0.031
"BGSP",0.029
"BGSP",0.036
"BGSP",0.039
"BGSP",0.031
"BGSP",0.028
"BGSP",0.03
"BGSP",0.032
"BGSP",0.031
"BGSP",0.032
"BGSP",0.032
"BGSP",0.028
"BGSP",0.035
"BGSP",0.032
"BGSP",0.036
"BGSP",0.034
"BGSP",0.031
"BGSP",0.024
"BGSP",0.03
"BGSP",0.035
"BGSP",0.036
"BGSP",0.031
"BGSP",0.03
"BGSP",0.027
"BGSP",0.028
"BGSP",0.044
"BGSP",0.038
"BGSP",0.038
"BGSP",0.031
"BGSP",0.031
"BGSP",0.039
"BGSP",0.032
"BGSP",0.031
"BGSP",0.033
"BGSP",0.029
"BGSP",0.042
"BGSP",0.039
"BGSP",0.039
"BGSP",0.038
"BGSP",0.035
"BGSP",0.031
"BGSP",0.032
"BGSP",0.035
"BGSP",0.036
"BGSP",0.04
"BGSP",0.025
"BGSP",0.033
"BGSP",0.033
"BGSP",0.036
"BGSP",0.026
"BGSP",0.028
"BGSP",0.033
"BGSP",0.037
"BGSP",0.035
"BGSP",0.035
"BGSP",0.037
"BGSP",0.031
"BGSP",0.036
"BGSP",0.034
"BGSP",0.029
"BGSP",0.031
"BGSP",0.03
"BGSP",0.033
"BGSP",0.034
"BGSP",0.032
"BGSP",0.025
"BGSP",0.034
"BGSP",0.033
"BGSP",0.032
"BGSP",0.035
"BGSP",0.032
"BGSP",0.025
"BGSP",0.028
"BGSP",0.035
"BGSP",0.034
"BGSP",0.037
"BGSP",0.036
"BGSP",0.034
"BGSP",0.027
"BGSP",0.036
"BGSP",0.032
"BGSP",0.033
"BGSP",0.03
"BGSP",0.035
"BGSP",0.032
"BGSP",0.037
"BGSP",0.035
"BGSP",0.03
"BGSP",0.035
"BGSP",0.033
"BGSP",0.033
"BGSP",0.029
"BGSP",0.032
"BGSP",0.029
"BGSP",0.03
"BGSP",0.034
"BGSP",0.03
"BGSP",0.03
"BGSP",0.032
"BGSP",0.034
"BGSP",0.035
"BGSP",0.034
"BGSP",0.04
"BGSP",0.034
"BGSP",0.036
"BGSP",0.028
"BGSP",0.035
"BGSP",0.033
"BGSP",0.034
"BGSP",0.031
"BGSP",0.03
"BGSP",0.034
"BGSP",0.034
"BGSP",0.034
"BGSP",0.037
"BGSP",0.033
"BGSP",0.037
"BGSP",0.028
"BGSP",0.031
"BGSP",0.033
"BGSP",0.029
"BGSP",0.036
"BGSP",0.035
"BGSP",0.033
"BGSP",0.033
"BGSP",0.028
"BGSP",0.036
"BGSP",0.036
"BGSP",0.037
"BGSP",0.034
"BGSP",0.027
"BGSP",0.029
"BGSP",0.03
"BGSP",0.033
"BGSP",0.036
"BGSP",0.03
"BGSP",0.037
"BGSP",0.035
"BGSP",0.036
"BGSP",0.031
"BGSP",0.028
"BGSP",0.032
"BGSP",0.03
"BGSP",0.034
"BGSP",0.038
"BGSP",0.033
"BGSP",0.033
"BGSP",0.033
"BGSP",0.032
"BGSP",0.032
"BGSP",0.03
"BGSP",0.029
"BGSP",0.03
"BGSP",0.033
"BGSP",0.031
"BGSP",0.031
"BGSP",0.032
"BGSP",0.031
"BGSP",0.036
"BGSP",0.029
"BGSP",0.03
"BGSP",0.032
"BGSP",0.031
"BGSP",0.028
"BGSP",0.028
"BGSP",0.03
"BGSP",0.027
"BGSP",0.036
"BGSP",0.028
"BGSP",0.034
"BGSP",0.032
"BGSP",0.037
"BGSP",0.032
"BGSP",0.029
"BGSP",0.032
"BGSP",0.038
"BGSP",0.028
"BGSP",0.032
"BGSP",0.03
"BGSP",0.034
"BGSP",0.034
"BGSP",0.037
"BGSP",0.029
"BGSP",0.026
"BGSP",0.031
"BGSP",0.029
"BGSP",0.035
"BGSP",0.03
"BGSP",0.031
"BGSP",0.037
"BGSP",0.034
"BGSP",0.028
"BGSP",0.038
"BGSP",0.031
"BGSP",0.03
"BGSP",0.033
"BGSP",0.032
"BGSP",0.036
"BGSP",0.033
"BGSP",0.04
"BGSP",0.045
"BGSP",0.035
"BGSP",0.031
"BGSP",0.034
"BGSP",0.033
"BGSP",0.037
"BGSP",0.031
"BGSP",0.033
"BGSP",0.033
"BGSP",0.032
"BGSP",0.033
"BGSP",0.036
"BGSP",0.033
"BGSP",0.031
"BGSP",0.032
"BGSP",0.027
"BGSP",0.034
"BGSP",0.032
"BGSP",0.037
"BGSP",0.03
"BGSP",0.029
"BGSP",0.035
"BGSP",0.034
"BGSP",0.039
"BGSP",0.037
"BGSP",0.034
"BGSP",0.031
"BGSP",0.031
"BGSP",0.036
"BGSP",0.033
"BGSP",0.039
"BGSP",0.032
"BGSP",0.042
"BGSP",0.034
"BGSP",0.031
"BGSP",0.034
"BGSP",0.027
"BGSP",0.032
"BGSP",0.034
"BGSP",0.033
"BGSP",0.027
"BGSP",0.035
"BGSP",0.032
"BGSP",0.038
"BGSP",0.037
"BGSP",0.032
"BGSP",0.031
"BGSP",0.03
"BGSP",0.036
"BGSP",0.029
"BGSP",0.029
"BGSP",0.034
"BGSP",0.035
"BGSP",0.044
"BGSP",0.034
"BGSP",0.036
"BGSP",0.035
"BGSP",0.031
"BGSP",0.029
"BGSP",0.033
"BGSP",0.035
"BGSP",0.037
"BGSP",0.033
"BGSP",0.029
"BGSP",0.032
"BGSP",0.031
"BGSP",0.032
"BGSP",0.04
"BGSP",0.038
"BGSP",0.037
"BGSP",0.032
"BGSP",0.031
"BGSP",0.031
"BGSP",0.034
"BGSP",0.028
"BGSP",0.028
"BGSP",0.03
"BGSP",0.034
"BGSP",0.025
"BGSP",0.03
"BGSP",0.036
"BGSP",0.037
"BGSP",0.026
"BGSP",0.036
"BGSP",0.031
"BGSP",0.033
"BGSP",0.031
"BGSP",0.031
"BGSP",0.035
"BGSP",0.037
"BGSP",0.035
"BGSP",0.034
"BGSP",0.03
"BGSP",0.025
"BGSP",0.029
"BGSP",0.031
"BGSP",0.033
"BGSP",0.032
"BGSP",0.031
"BGSP",0.03
"BGSP",0.03
"BGSP",0.032
"BGSP",0.032
"BGSP",0.034
"BGSP",0.029
"BGSP",0.035
"BGSP",0.033
"BGSP",0.033
"BGSP",0.032
"BGSP",0.032
"BGSP",0.037
"BGSP",0.033
"BGSP",0.028
"BGSP",0.036
"BGSP",0.033
"BGSP",0.03
"BGSP",0.034
"BGSP",0.031
"BGSP",0.025
"BGSP",0.032
"BGSP",0.029
"BGSP",0.03
"BGSP",0.036
"BGSP",0.032
"BGSP",0.036
"BGSP",0.03
"BGSP",0.031
"BGSP",0.034
"BGSP",0.027
"BGSP",0.03
"BGSP",0.031
"BGSP",0.034
"BGSP",0.029
"BGSP",0.034
"BGSP",0.031
"BGSP",0.03
"BGSP",0.041
"BGSP",0.034
"BGSP",0.035
"BGSP",0.027
"BGSP",0.035
"BGSP",0.031
"BGSP",0.031
"BGSP",0.028
"BGSP",0.034
"BGSP",0.029
"BGSP",0.033
"BGSP",0.039
"BGSP",0.034
"BGSP",0.037
"BGSP",0.031
"BGSP",0.034
"BGSP",0.037
"BGSP",0.038
"BGSP",0.033
"BGSP",0.032
"BGSP",0.034
"BGSP",0.03
"BGSP",0.035
"BGSP",0.035
"BGSP",0.037
"BGSP",0.035
"BGSP",0.036
"BGSP",0.027
"BGSP",0.037
"BGSP",0.032
"BGSP",0.034
"BGSP",0.035
"BGSP",0.029
"BGSP",0.03
"BGSP",0.031
"BGSP",0.034
"BGSP",0.031
"BGSP",0.033
"BGSP",0.03
"BGSP",0.03
"BGSP",0.031
"BGSP",0.033
"BGSP",0.03
"BGSP",0.033
"BGSP",0.04
"BGSP",0.031
"BGSP",0.032
"BGSP",0.033
"BGSP",0.035
"BGSP",0.031
"BGSP",0.035
"BGSP",0.035
"BGSP",0.029
"BGSP",0.036
"BGSP",0.028
"BGSP",0.036
"BGSP",0.036
"BGSP",0.032
"BGSP",0.034
"BGSP",0.03
"BGSP",0.033
"BGSP",0.032
"BGSP",0.034
"BGSP",0.031
"BGSP",0.031
"BGSP",0.031
"BGSP",0.028
"BGSP",0.035
"BGSP",0.029
"BGSP",0.035
"BGSP",0.032
"BGSP",0.039
"BGSP",0.041
"BGSP",0.033
"BGSP",0.035
"BGSP",0.035
"BGSP",0.034
"BGSP",0.037
"BGSP",0.03
"BGSP",0.035
"BGSP",0.035
"BGSP",0.029
"BGSP",0.035
"BGSP",0.04
"BGSP",0.028
"BGSP",0.031
"BGSP",0.039
"BGSP",0.032
"BGSP",0.031
"BGSP",0.029
"BGSP",0.032
"BGSP",0.032
"BGSP",0.033
"BGSP",0.036
"BGSP",0.031
"BGSP",0.033
"BGSP",0.033
"BGSP",0.031
"BGSP",0.032
"BGSP",0.032
"BGSP",0.031
"BGSP",0.031
"BGSP",0.028
"BGSP",0.038
"BGSP",0.033
"BGSP",0.033
"BGSP",0.033
"BGSP",0.028
"BGSP",0.028
"BGSP",0.036
"BGSP",0.03
"BGSP",0.035
"BGSP",0.033
"BGSP",0.032
"BGSP",0.036
"BGSP",0.035
"BGSP",0.03
"BGSP",0.034
"BGSP",0.024
"BGSP",0.031
"BGSP",0.032
"BGSP",0.038
"BGSP",0.036
"BGSP",0.033
"BGSP",0.037
"BGSP",0.035
"BGSP",0.036
"BGSP",0.032
"BGSP",0.026
"BGSP",0.035
"BGSP",0.032
"BGSP",0.03
"BGSP",0.026
"BGSP",0.032
"BGSP",0.039
"BGSP",0.035
"BGSP",0.034
"BGSP",0.032
"BGSP",0.035
"BGSP",0.032
"BGSP",0.026
"BGSP",0.031
"BGSP",0.03
"BGSP",0.033
"BGSP",0.032
"BGSP",0.034
"BGSP",0.031
"BGSP",0.031
"BGSP",0.033
"BGSP",0.026
"BGSP",0.03
"BGSP",0.031
"BGSP",0.038
"BGSP",0.029
"BGSP",0.031
"BGSP",0.032
"BGSP",0.03
"BGSP",0.031
"BGSP",0.033
"BGSP",0.033
"BGSP",0.032
"BGSP",0.036
"BGSP",0.033
"BGSP",0.035
"BGSP",0.035
"BGSP",0.032
"BGSP",0.034
"BGSP",0.032
"BGSP",0.029
"BGSP",0.03
"BGSP",0.03
"BGSP",0.032
"BGSP",0.03
"BGSP",0.036
"BGSP",0.034
"BGSP",0.031
"BGSP",0.032
"BGSP",0.028
"BGSP",0.041
"BGSP",0.037
"BGSP",0.038
"BGSP",0.026
"BGSP",0.033
"BGSP",0.036
"BGSP",0.035
"BGSP",0.036
"BGSP",0.038
"BGSP",0.043
"BGSP",0.031
"BGSP",0.036
"BGSP",0.035
"BGSP",0.034
"BGSP",0.035
"BGSP",0.036
"BGSP",0.035
"BGSP",0.034
"BGSP",0.038
"BGSP",0.038
"BGSP",0.034
"BGSP",0.028
"BGSP",0.035
"BGSP",0.033
"BGSP",0.031
"BGSP",0.034
"BGSP",0.034
"BGSP",0.034
"BGSP",0.031
"BGSP",0.036
"BGSP",0.032
"BGSP",0.036
"BGSP",0.036
"BGSP",0.035
"BGSP",0.028
"BGSP",0.025
"BGSP",0.035
"BGSP",0.033
"BGSP",0.033
"BGSP",0.033
"BGSP",0.031
"BGSP",0.032
"BGSP",0.037
"BGSP",0.03
"BGSP",0.032
"BGSP",0.035
"BGSP",0.03
"BGSP",0.033
"BGSP",0.029
"BGSP",0.031
"BGSP",0.03
"BGSP",0.028
"BGSP",0.037
"BGSP",0.031
"BGSP",0.039
"BGSP",0.031
"BGSP",0.037
"BGSP",0.039
"BGSP",0.027
"BGSP",0.026
"BGSP",0.032
"BGSP",0.036
"BGSP",0.031
"BGSP",0.031
"BGSP",0.03
"BGSP",0.036
"BGSP",0.038
"BGSP",0.03
"BGSP",0.036
"BGSP",0.039
"BGSP",0.033
"BGSP",0.029
"BGSP",0.039
"BGSP",0.03
"BGSP",0.032
"BGSP",0.038
"BGSP",0.035
"BGSP",0.04
"BGSP",0.034
"BGSP",0.03
"BGSP",0.03
"BGSP",0.036
"BGSP",0.032
"BGSP",0.029
"BGSP",0.035
"BGSP",0.035
"BGSP",0.033
"BGSP",0.031
"BGSP",0.036
"BGSP",0.035
"BGSP",0.036
"BGSP",0.04
"BGSP",0.033
"BGSP",0.035
"BGSP",0.027
"BGSP",0.036
"BGSP",0.029
"BGSP",0.032
"BGSP",0.03
"BGSP",0.037
"BGSP",0.036
"BGSP",0.032
"BGSP",0.029
"BGSP",0.037
"BGSP",0.036
"BGSP",0.037
"BGSP",0.036
"BGSP",0.034
"BGSP",0.031
"BGSP",0.033
"BGSP",0.032
"BGSP",0.03
"BGSP",0.032
"BGSP",0.03
"BGSP",0.042
"BGSP",0.037
"BGSP",0.034
"BGSP",0.03
"BGSP",0.036
"BGSP",0.033
"BGSP",0.035
"BGSP",0.034
"BGSP",0.038
"BGSP",0.028
"BGSP",0.033
"BGSP",0.034
"BGSP",0.034
"BGSP",0.035
"BGSP",0.03
"BGSP",0.038
"BGSP",0.027
"BGSP",0.037
"BGSP",0.034
"BGSP",0.032
"BGSP",0.035
"BGSP",0.028
"BGSP",0.037
"BGSP",0.028
"BGSP",0.028
"BGSP",0.037
"BGSP",0.029
"BGSP",0.027
"BGSP",0.034
"BGSP",0.031
"BGSP",0.031
"BGSP",0.035
"BGSP",0.038
"BGSP",0.032
"BGSP",0.032
"BGSP",0.038
"BGSP",0.037
"BGSP",0.031
"BGSP",0.036
"BGSP",0.03
"BGSP",0.037
"BGSP",0.031
"BGSP",0.036
"BGSP",0.04
"BGSP",0.041
"BGSP",0.036
"BGSP",0.034
"BGSP",0.031
"BGSP",0.033
"BGSP",0.037
"BGSP",0.034
"BGSP",0.035
"BGSP",0.029
"BGSP",0.034
"BGSP",0.037
"BGSP",0.031
"BGSP",0.035
"BGSP",0.028
"BGSP",0.032
"BGSP",0.028
"BGSP",0.031
"BGSP",0.036
"BGSP",0.035
"BGSP",0.034
"BGSP",0.034
"BGSP",0.036
"BGSP",0.031
"BGSP",0.026
"BGSP",0.032
"BGSP",0.03
"BGSP",0.034
"BGSP",0.034
"BGSP",0.035
"BGSP",0.034
"BGSP",0.032
"BGSP",0.037
"BGSP",0.036
"BGSP",0.037
"BGSP",0.026
"BGSP",0.034
"BGSP",0.037
"BGSP",0.025
"BGSP",0.032
"BGSP",0.03
"BGSP",0.038
"BGSP",0.035
"BGSP",0.037
"BGSP",0.027
"BGSP",0.034
"BGSP",0.034
"BGSP",0.033
"BGSP",0.033
"BGSP",0.027
"BGSP",0.031
"BGSP",0.036
"BGSP",0.036
"BGSP",0.03
"BGSP",0.036
"BGSP",0.039
"BGSP",0.034
"BGSP",0.032
"BGSP",0.035
"BGSP",0.025
"BGSP",0.033
"BGSP",0.031
"BGSP",0.039
"BGSP",0.029
"BGSP",0.026
"BGSP",0.031
"BGSP",0.039
"DLBS",0.035
"DLBS",0.035
"DLBS",0.033
"DLBS",0.034
"DLBS",0.033
"DLBS",0.031
"DLBS",0.035
"DLBS",0.035
"DLBS",0.03
"DLBS",0.028
"DLBS",0.03
"DLBS",0.03
"DLBS",0.029
"DLBS",0.034
"DLBS",0.029
"DLBS",0.032
"DLBS",0.034
"DLBS",0.027
"DLBS",0.03
"DLBS",0.033
"DLBS",0.037
"DLBS",0.034
"DLBS",0.035
"DLBS",0.035
"DLBS",0.031
"DLBS",0.031
"DLBS",0.033
"DLBS",0.038
"DLBS",0.034
"DLBS",0.028
"DLBS",0.039
"DLBS",0.03
"DLBS",0.032
"DLBS",0.034
"DLBS",0.032
"DLBS",0.031
"DLBS",0.027
"DLBS",0.033
"DLBS",0.039
"DLBS",0.036
"DLBS",0.039
"DLBS",0.036
"DLBS",0.037
"DLBS",0.037
"DLBS",0.035
"DLBS",0.031
"DLBS",0.031
"DLBS",0.047
"DLBS",0.03
"DLBS",0.031
"DLBS",0.033
"DLBS",0.029
"DLBS",0.037
"DLBS",0.039
"DLBS",0.034
"DLBS",0.029
"DLBS",0.04
"DLBS",0.027
"DLBS",0.032
"DLBS",0.04
"DLBS",0.031
"DLBS",0.045
"DLBS",0.029
"DLBS",0.032
"DLBS",0.039
"DLBS",0.034
"DLBS",0.035
"DLBS",0.038
"DLBS",0.035
"DLBS",0.036
"DLBS",0.032
"DLBS",0.03
"DLBS",0.033
"DLBS",0.037
"DLBS",0.034
"DLBS",0.037
"DLBS",0.027
"DLBS",0.028
"DLBS",0.05
"DLBS",0.038
"DLBS",0.027
"DLBS",0.032
"DLBS",0.036
"DLBS",0.03
"DLBS",0.031
"DLBS",0.032
"DLBS",0.037
"DLBS",0.035
"DLBS",0.034
"DLBS",0.033
"DLBS",0.029
"DLBS",0.035
"DLBS",0.039
"DLBS",0.031
"DLBS",0.032
"DLBS",0.036
"DLBS",0.031
"DLBS",0.031
"DLBS",0.031
"DLBS",0.032
"DLBS",0.027
"DLBS",0.033
"DLBS",0.028
"DLBS",0.037
"DLBS",0.031
"DLBS",0.03
"DLBS",0.034
"DLBS",0.036
"DLBS",0.036
"DLBS",0.032
"DLBS",0.038
"DLBS",0.034
"DLBS",0.029
"DLBS",0.036
"DLBS",0.03
"DLBS",0.029
"DLBS",0.03
"DLBS",0.046
"DLBS",0.034
"DLBS",0.038
"DLBS",0.034
"DLBS",0.038
"DLBS",0.038
"DLBS",0.036
"DLBS",0.038
"DLBS",0.026
"DLBS",0.04
"DLBS",0.037
"DLBS",0.03
"DLBS",0.037
"DLBS",0.037
"DLBS",0.044
"DLBS",0.043
"DLBS",0.033
"DLBS",0.041
"DLBS",0.034
"DLBS",0.032
"DLBS",0.052
"DLBS",0.03
"DLBS",0.033
"DLBS",0.032
"DLBS",0.029
"DLBS",0.026
"DLBS",0.031
"DLBS",0.039
"DLBS",0.035
"DLBS",0.035
"DLBS",0.031
"DLBS",0.038
"DLBS",0.031
"DLBS",0.036
"DLBS",0.04
"DLBS",0.029
"DLBS",0.037
"DLBS",0.033
"DLBS",0.031
"DLBS",0.031
"DLBS",0.035
"DLBS",0.033
"DLBS",0.03
"DLBS",0.034
"DLBS",0.036
"DLBS",0.028
"DLBS",0.034
"DLBS",0.031
"DLBS",0.029
"DLBS",0.032
"DLBS",0.028
"DLBS",0.031
"DLBS",0.037
"DLBS",0.035
"DLBS",0.035
"DLBS",0.034
"DLBS",0.025
"DLBS",0.033
"DLBS",0.028
"DLBS",0.029
"DLBS",0.034
"DLBS",0.04
"DLBS",0.026
"DLBS",0.038
"DLBS",0.038
"DLBS",0.037
"DLBS",0.029
"DLBS",0.025
"DLBS",0.036
"DLBS",0.031
"DLBS",0.034
"DLBS",0.034
"DLBS",0.029
"DLBS",0.033
"DLBS",0.039
"DLBS",0.042
"DLBS",0.032
"DLBS",0.03
"DLBS",0.03
"DLBS",0.029
"DLBS",0.028
"DLBS",0.031
"DLBS",0.028
"DLBS",0.032
"DLBS",0.04
"DLBS",0.024
"DLBS",0.034
"DLBS",0.034
"DLBS",0.029
"DLBS",0.038
"DLBS",0.026
"DLBS",0.033
"DLBS",0.037
"DLBS",0.029
"DLBS",0.029
"DLBS",0.027
"DLBS",0.034
"DLBS",0.04
"DLBS",0.032
"DLBS",0.034
"DLBS",0.034
"DLBS",0.031
"DLBS",0.035
"DLBS",0.031
"DLBS",0.031
"DLBS",0.028
"DLBS",0.033
"DLBS",0.032
"DLBS",0.032
"DLBS",0.036
"DLBS",0.037
"DLBS",0.03
"DLBS",0.038
"DLBS",0.031
"DLBS",0.029
"DLBS",0.031
"DLBS",0.025
"DLBS",0.03
"DLBS",0.037
"DLBS",0.037
"DLBS",0.033
"DLBS",0.032
"DLBS",0.036
"DLBS",0.028
"DLBS",0.026
"DLBS",0.028
"DLBS",0.032
"DLBS",0.032
"DLBS",0.029
"DLBS",0.032
"DLBS",0.035
"DLBS",0.027
"DLBS",0.038
"DLBS",0.03
"DLBS",0.033
"DLBS",0.028
"DLBS",0.031
"DLBS",0.032
"DLBS",0.028
"DLBS",0.033
"DLBS",0.029
"DLBS",0.027
"DLBS",0.029
"DLBS",0.029
"DLBS",0.028
"DLBS",0.037
"DLBS",0.032
"DLBS",0.028
"DLBS",0.03
"DLBS",0.037
"DLBS",0.031
"DLBS",0.032
"DLBS",0.03
"DLBS",0.033
"DLBS",0.037
"DLBS",0.033
"DLBS",0.033
"DLBS",0.032
"DLBS",0.03
"DLBS",0.03
"DLBS",0.035
"DLBS",0.039
"DLBS",0.041
"DLBS",0.03
"DLBS",0.034
"DLBS",0.041
"DLBS",0.029
"DLBS",0.035
"DLBS",0.027
"DLBS",0.033
"DLBS",0.045
"DLBS",0.031
"DLBS",0.034
"DLBS",0.029
"DLBS",0.03
"DLBS",0.034
"DLBS",0.035
"DLBS",0.028
"DLBS",0.034
"DLBS",0.037
"DLBS",0.033
"DLBS",0.028
"DLBS",0.032
"DLBS",0.027
"DLBS",0.04
"DLBS",0.031
"DLBS",0.033
"DLBS",0.027
"DLBS",0.033
"DLBS",0.031
"DLBS",0.029
"DLBS",0.038
"DLBS",0.032
"DLBS",0.032
"DLBS",0.033
"DLBS",0.034
"IXI_600",0.029
"IXI_600",0.033
"IXI_600",0.035
"IXI_600",0.034
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.025
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.027
"IXI_600",0.038
"IXI_600",0.03
"IXI_600",0.026
"IXI_600",0.035
"IXI_600",0.031
"IXI_600",0.026
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.032
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.036
"IXI_600",0.029
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.035
"IXI_600",0.035
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.028
"IXI_600",0.025
"IXI_600",0.022
"IXI_600",0.031
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.025
"IXI_600",0.029
"IXI_600",0.033
"IXI_600",0.031
"IXI_600",0.028
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.036
"IXI_600",0.034
"IXI_600",0.03
"IXI_600",0.025
"IXI_600",0.036
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.037
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.036
"IXI_600",0.033
"IXI_600",0.037
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.038
"IXI_600",0.032
"IXI_600",0.027
"IXI_600",0.032
"IXI_600",0.034
"IXI_600",0.029
"IXI_600",0.033
"IXI_600",0.024
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.028
"IXI_600",0.036
"IXI_600",0.038
"IXI_600",0.031
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.037
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.036
"IXI_600",0.026
"IXI_600",0.033
"IXI_600",0.027
"IXI_600",0.041
"IXI_600",0.038
"IXI_600",0.039
"IXI_600",0.032
"IXI_600",0.035
"IXI_600",0.034
"IXI_600",0.026
"IXI_600",0.033
"IXI_600",0.036
"IXI_600",0.041
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.026
"IXI_600",0.027
"IXI_600",0.034
"IXI_600",0.027
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.031
"IXI_600",0.034
"IXI_600",0.032
"IXI_600",0.033
"IXI_600",0.035
"IXI_600",0.028
"IXI_600",0.038
"IXI_600",0.035
"IXI_600",0.033
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.03
"IXI_600",0.024
"IXI_600",0.028
"IXI_600",0.029
"IXI_600",0.026
"IXI_600",0.027
"IXI_600",0.027
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.03
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.023
"IXI_600",0.033
"IXI_600",0.032
"IXI_600",0.028
"IXI_600",0.03
"IXI_600",0.034
"IXI_600",0.032
"IXI_600",0.036
"IXI_600",0.03
"IXI_600",0.033
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.031
"IXI_600",0.032
"IXI_600",0.034
"IXI_600",0.032
"IXI_600",0.045
"IXI_600",0.028
"IXI_600",0.036
"IXI_600",0.028
"IXI_600",0.031
"IXI_600",0.035
"IXI_600",0.037
"IXI_600",0.039
"IXI_600",0.032
"IXI_600",0.03
"IXI_600",0.035
"IXI_600",0.032
"IXI_600",0.035
"IXI_600",0.03
"IXI_600",0.031
"IXI_600",0.025
"IXI_600",0.035
"IXI_600",0.031
"IXI_600",0.035
"IXI_600",0.03
"IXI_600",0.029
"IXI_600",0.028
"IXI_600",0.033
"IXI_600",0.033
"IXI_600",0.033
"IXI_600",0.035
"IXI_600",0.025
"IXI_600",0.029
"IXI_600",0.031
"IXI_600",0.035
"IXI_600",0.033
"IXI_600",0.029
"IXI_600",0.032
"IXI_600",0.038
"IXI_600",0.042
"IXI_600",0.029
"IXI_600",0.028
"IXI_600",0.032
"IXI_600",0.027
"IXI_600",0.029
"IXI_600",0.034
"IXI_600",0.031
"MGH",0.034
"MGH",0.039
"MGH",0.034
"MGH",0.036
"MGH",0.034
"MGH",0.04
"MGH",0.038
"MGH",0.032
"MGH",0.045
"MGH",0.033
"MGH",0.039
"MGH",0.03
"MGH",0.032
"MGH",0.036
"MGH",0.042
"MGH",0.038
"MGH",0.029
"MGH",0.036
"MGH",0.044
"MGH",0.028
"MGH",0.029
"MGH",0.028
"MGH",0.038
"MGH",0.044
"MGH",0.039
"MGH",0.032
"MGH",0.03
"MGH",0.034
"MGH",0.031
"MGH",0.031
"MGH",0.048
"MGH",0.047
