path,rh_bankssts_gauscurv,rh_caudalanteriorcingulate_gauscurv,rh_caudalmiddlefrontal_gauscurv,rh_cuneus_gauscurv,rh_entorhinal_gauscurv,rh_fusiform_gauscurv,rh_inferiorparietal_gauscurv,rh_inferiortemporal_gauscurv,rh_isthmuscingulate_gauscurv,rh_lateraloccipital_gauscurv,rh_lateralorbitofrontal_gauscurv,rh_lingual_gauscurv,rh_medialorbitofrontal_gauscurv,rh_middletemporal_gauscurv,rh_parahippocampal_gauscurv,rh_paracentral_gauscurv,rh_parsopercularis_gauscurv,rh_parsorbitalis_gauscurv,rh_parstriangularis_gauscurv,rh_pericalcarine_gauscurv,rh_postcentral_gauscurv,rh_posteriorcingulate_gauscurv,rh_precentral_gauscurv,rh_precuneus_gauscurv,rh_rostralanteriorcingulate_gauscurv,rh_rostralmiddlefrontal_gauscurv,rh_superiorfrontal_gauscurv,rh_superiorparietal_gauscurv,rh_superiortemporal_gauscurv,rh_supramarginal_gauscurv,rh_frontalpole_gauscurv,rh_temporalpole_gauscurv,rh_transversetemporal_gauscurv,rh_insula_gauscurv,BrainSegVolNotVent,eTIV
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51090_MPRAGE,0.029,0.021,0.029,0.042,0.036,0.038,0.034,0.033,0.033,0.038,0.05,0.042,0.048,0.028,0.022,0.03,0.031,0.041,0.026,0.039,0.038,0.032,0.029,0.032,0.028,0.036,0.036,0.036,0.031,0.035,0.052,0.045,0.037,0.033,1297446,1585975.469
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51091_MPRAGE,0.018,0.017,0.024,0.05,0.024,0.033,0.027,0.033,0.031,0.038,0.034,0.058,0.027,0.027,0.03,0.025,0.024,0.031,0.025,0.036,0.023,0.03,0.024,0.03,0.034,0.029,0.031,0.026,0.022,0.027,0.037,0.036,0.033,0.034,1339510,1574004.394
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51093_MPRAGE,0.021,0.017,0.03,0.043,0.023,0.032,0.03,0.035,0.034,0.044,0.043,0.047,0.033,0.034,0.028,0.03,0.029,0.038,0.027,0.047,0.029,0.031,0.03,0.028,0.04,0.031,0.033,0.032,0.025,0.036,0.051,0.051,0.041,0.031,1120834,1390892.954
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51094_MPRAGE,0.014,0.02,0.024,0.041,0.032,0.03,0.027,0.03,0.027,0.04,0.039,0.038,0.03,0.023,0.022,0.021,0.023,0.035,0.026,0.04,0.025,0.029,0.024,0.029,0.029,0.03,0.03,0.027,0.019,0.024,0.055,0.047,0.029,0.03,1217922,1441093.846
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51095_MPRAGE,0.02,0.026,0.026,0.036,0.025,0.032,0.029,0.033,0.026,0.043,0.046,0.045,0.03,0.028,0.036,0.03,0.026,0.051,0.036,0.046,0.026,0.025,0.027,0.027,0.036,0.035,0.034,0.028,0.026,0.029,0.05,0.05,0.041,0.032,1295406,1639426.578
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51096_MPRAGE,0.019,0.022,0.024,0.038,0.03,0.025,0.025,0.026,0.024,0.032,0.035,0.039,0.033,0.026,0.023,0.026,0.022,0.031,0.024,0.04,0.028,0.027,0.026,0.026,0.022,0.031,0.028,0.025,0.024,0.023,0.05,0.038,0.034,0.034,1335419,1625467.499
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51097_MPRAGE,0.019,0.023,0.031,0.047,0.036,0.028,0.032,0.034,0.035,0.049,0.037,0.051,0.051,0.029,0.02,0.033,0.026,0.036,0.033,0.042,0.03,0.036,0.027,0.034,0.03,0.032,0.032,0.036,0.021,0.034,0.055,0.04,0.04,0.032,1298233,1641316.683
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51098_MPRAGE,0.017,0.023,0.025,0.046,0.024,0.029,0.029,0.031,0.033,0.036,0.037,0.039,0.034,0.028,0.02,0.025,0.023,0.034,0.026,0.038,0.025,0.025,0.026,0.026,0.029,0.034,0.032,0.029,0.021,0.03,0.055,0.044,0.034,0.031,1305841,1542078.48
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51099_MPRAGE,0.021,0.025,0.028,0.046,0.029,0.032,0.032,0.034,0.03,0.043,0.04,0.057,0.042,0.033,0.029,0.03,0.03,0.039,0.032,0.054,0.03,0.031,0.03,0.029,0.029,0.039,0.033,0.028,0.03,0.028,0.063,0.062,0.042,0.036,1134686,1434995.96
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51100_MPRAGE,0.027,0.035,0.028,0.047,0.032,0.035,0.035,0.036,0.033,0.044,0.041,0.052,0.045,0.031,0.033,0.03,0.034,0.045,0.039,0.049,0.032,0.035,0.031,0.032,0.047,0.035,0.033,0.031,0.028,0.033,0.052,0.042,0.05,0.034,1158437,1447053.474
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51101_MPRAGE,0.027,0.024,0.028,0.04,0.034,0.029,0.034,0.047,0.031,0.047,0.048,0.044,0.038,0.036,0.022,0.023,0.026,0.037,0.031,0.045,0.024,0.034,0.027,0.029,0.035,0.035,0.029,0.029,0.031,0.03,0.038,0.055,0.04,0.032,1167709,1514957.876
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51102_MPRAGE,0.017,0.021,0.022,0.04,0.03,0.028,0.027,0.025,0.028,0.038,0.034,0.044,0.031,0.024,0.03,0.026,0.026,0.038,0.028,0.051,0.026,0.026,0.024,0.027,0.024,0.03,0.028,0.025,0.02,0.03,0.053,0.039,0.028,0.029,1305014,1623083.162
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51103_MPRAGE,0.016,0.025,0.026,0.037,0.021,0.03,0.028,0.026,0.032,0.038,0.037,0.044,0.031,0.024,0.023,0.03,0.025,0.033,0.027,0.044,0.031,0.032,0.031,0.025,0.028,0.026,0.03,0.029,0.02,0.028,0.046,0.038,0.041,0.038,1422164,1660791.992
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51104_MPRAGE,0.021,0.017,0.026,0.04,0.025,0.028,0.028,0.029,0.028,0.044,0.032,0.039,0.029,0.025,0.022,0.025,0.022,0.03,0.029,0.041,0.03,0.025,0.025,0.03,0.023,0.03,0.029,0.029,0.022,0.027,0.042,0.032,0.03,0.033,1260056,1656939.201
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51105_MPRAGE,0.018,0.023,0.022,0.049,0.031,0.029,0.027,0.028,0.031,0.04,0.037,0.046,0.042,0.024,0.033,0.026,0.026,0.039,0.031,0.043,0.027,0.026,0.028,0.029,0.034,0.031,0.029,0.03,0.021,0.027,0.048,0.032,0.043,0.036,1099891,1379254.436
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51106_MPRAGE,0.025,0.016,0.023,0.043,0.021,0.028,0.027,0.03,0.029,0.037,0.038,0.039,0.033,0.026,0.024,0.026,0.023,0.034,0.026,0.043,0.026,0.027,0.027,0.029,0.024,0.029,0.029,0.028,0.026,0.025,0.048,0.036,0.031,0.03,1334561,1651326.23
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51107_MPRAGE,0.017,0.027,0.023,0.034,0.028,0.03,0.028,0.028,0.025,0.035,0.038,0.042,0.031,0.028,0.023,0.027,0.022,0.028,0.028,0.04,0.026,0.028,0.026,0.025,0.027,0.027,0.03,0.024,0.021,0.024,0.055,0.051,0.047,0.029,1317187,1550809.699
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51108_MPRAGE,0.018,0.019,0.019,0.041,0.019,0.032,0.026,0.03,0.029,0.036,0.033,0.043,0.034,0.027,0.022,0.023,0.016,0.028,0.021,0.04,0.021,0.024,0.021,0.025,0.03,0.03,0.025,0.025,0.022,0.026,0.044,0.028,0.021,0.026,1099085,1180782.843
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51109_MPRAGE,0.022,0.024,0.029,0.044,0.031,0.031,0.034,0.025,0.036,0.05,0.042,0.045,0.039,0.027,0.016,0.035,0.027,0.029,0.023,0.04,0.025,0.038,0.027,0.031,0.047,0.038,0.037,0.038,0.019,0.029,0.061,0.035,0.03,0.04,1179037,1511774.428
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51110_MPRAGE,0.016,0.018,0.023,0.043,0.028,0.031,0.028,0.028,0.029,0.041,0.028,0.041,0.034,0.025,0.02,0.026,0.026,0.04,0.024,0.05,0.024,0.026,0.025,0.029,0.032,0.03,0.026,0.027,0.019,0.026,0.045,0.045,0.04,0.029,1396138,1766801.458
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51111_MPRAGE,0.013,0.024,0.027,0.036,0.022,0.024,0.026,0.026,0.031,0.031,0.03,0.032,0.029,0.024,0.03,0.026,0.022,0.024,0.028,0.037,0.025,0.023,0.026,0.028,0.027,0.03,0.029,0.029,0.016,0.028,0.042,0.03,0.021,0.024,1289229,1617174.174
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51112_MPRAGE,0.018,0.015,0.026,0.038,0.038,0.03,0.03,0.032,0.036,0.045,0.04,0.043,0.028,0.029,0.021,0.03,0.029,0.04,0.029,0.046,0.025,0.022,0.027,0.028,0.027,0.033,0.03,0.025,0.024,0.033,0.066,0.04,0.031,0.039,1151830,1486307.646
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51113_MPRAGE,0.017,0.019,0.025,0.041,0.029,0.024,0.026,0.025,0.033,0.036,0.036,0.041,0.029,0.023,0.016,0.022,0.02,0.026,0.027,0.034,0.025,0.021,0.026,0.03,0.033,0.029,0.026,0.028,0.02,0.024,0.044,0.03,0.034,0.03,1196410,1561330.728
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51114_MPRAGE,0.013,0.028,0.024,0.036,0.016,0.027,0.028,0.031,0.024,0.04,0.034,0.041,0.039,0.029,0.017,0.03,0.024,0.038,0.026,0.042,0.029,0.023,0.028,0.028,0.026,0.031,0.03,0.025,0.022,0.026,0.038,0.036,0.039,0.03,1344743,1688436.696
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51115_MPRAGE,0.02,0.023,0.025,0.038,0.023,0.025,0.027,0.029,0.025,0.039,0.034,0.037,0.031,0.025,0.025,0.029,0.027,0.025,0.027,0.038,0.032,0.026,0.027,0.028,0.031,0.028,0.029,0.029,0.023,0.03,0.043,0.042,0.029,0.03,1312588,1713912.572
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51116_MPRAGE,0.018,0.022,0.026,0.043,0.027,0.032,0.029,0.037,0.029,0.047,0.045,0.045,0.037,0.034,0.023,0.025,0.029,0.038,0.034,0.045,0.024,0.028,0.031,0.028,0.037,0.036,0.032,0.028,0.023,0.027,0.074,0.059,0.044,0.033,1204605,1548987.983
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51117_MPRAGE,0.018,0.019,0.026,0.043,0.033,0.03,0.028,0.034,0.03,0.036,0.031,0.045,0.036,0.029,0.021,0.024,0.029,0.03,0.028,0.042,0.023,0.026,0.028,0.025,0.028,0.028,0.031,0.027,0.025,0.025,0.049,0.03,0.041,0.03,1065686,1405566.375
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51118_MPRAGE,0.021,0.027,0.031,0.033,0.027,0.03,0.033,0.029,0.032,0.037,0.031,0.032,0.035,0.023,0.022,0.035,0.025,0.03,0.031,0.027,0.029,0.028,0.029,0.029,0.035,0.033,0.033,0.036,0.022,0.032,0.054,0.035,0.033,0.033,1083871,1321645.241
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51119_MPRAGE,0.021,0.018,0.022,0.045,0.025,0.024,0.025,0.024,0.029,0.036,0.038,0.037,0.027,0.022,0.016,0.026,0.023,0.028,0.022,0.042,0.025,0.024,0.024,0.028,0.029,0.03,0.025,0.026,0.021,0.026,0.051,0.033,0.028,0.042,1252624,1483633.992
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51120_MPRAGE,0.021,0.028,0.032,0.04,0.024,0.034,0.032,0.032,0.027,0.039,0.041,0.042,0.051,0.033,0.021,0.027,0.03,0.052,0.033,0.035,0.031,0.036,0.03,0.033,0.042,0.04,0.036,0.032,0.025,0.034,0.07,0.056,0.045,0.038,1217935,1522574.113
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51121_MPRAGE,0.017,0.019,0.027,0.039,0.028,0.031,0.024,0.03,0.031,0.041,0.035,0.043,0.038,0.023,0.029,0.023,0.031,0.035,0.03,0.046,0.026,0.027,0.023,0.028,0.037,0.032,0.027,0.025,0.022,0.026,0.041,0.042,0.04,0.031,1009069,1260414.961
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51122_MPRAGE,0.021,0.017,0.025,0.056,0.021,0.029,0.027,0.034,0.027,0.037,0.032,0.044,0.03,0.03,0.022,0.021,0.024,0.035,0.026,0.041,0.024,0.024,0.024,0.028,0.027,0.028,0.027,0.026,0.022,0.025,0.042,0.05,0.046,0.035,1211426,1597672.555
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51123_MPRAGE,0.018,0.027,0.021,0.037,0.034,0.03,0.028,0.032,0.033,0.039,0.037,0.038,0.034,0.022,0.025,0.029,0.022,0.029,0.028,0.037,0.025,0.03,0.025,0.026,0.03,0.028,0.027,0.027,0.02,0.025,0.05,0.032,0.037,0.036,1167603,1429522.08
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51124_MPRAGE,0.02,0.026,0.025,0.047,0.029,0.027,0.025,0.029,0.029,0.035,0.036,0.046,0.031,0.027,0.027,0.027,0.025,0.03,0.027,0.05,0.023,0.028,0.025,0.029,0.025,0.027,0.028,0.027,0.02,0.027,0.039,0.049,0.023,0.033,1453526,1836578.711
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51125_MPRAGE,0.017,0.022,0.031,0.041,0.03,0.031,0.031,0.033,0.032,0.039,0.033,0.044,0.032,0.029,0.026,0.027,0.028,0.035,0.026,0.034,0.035,0.026,0.031,0.03,0.035,0.035,0.032,0.032,0.024,0.031,0.035,0.04,0.032,0.033,1275039,1563722.929
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51126_MPRAGE,0.02,0.02,0.025,0.046,0.027,0.03,0.03,0.034,0.031,0.04,0.044,0.058,0.04,0.027,0.017,0.031,0.025,0.042,0.031,0.041,0.026,0.03,0.032,0.03,0.044,0.033,0.032,0.029,0.022,0.028,0.059,0.036,0.039,0.033,1084985,1372417.344
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51127_MPRAGE,0.02,0.034,0.032,0.05,0.032,0.041,0.034,0.038,0.038,0.051,0.05,0.055,0.044,0.034,0.034,0.034,0.028,0.045,0.027,0.056,0.035,0.033,0.033,0.039,0.042,0.037,0.034,0.039,0.028,0.03,0.056,0.063,0.043,0.042,1301406,1702145.181
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51128_MPRAGE,0.015,0.029,0.027,0.042,0.026,0.031,0.031,0.03,0.033,0.039,0.043,0.042,0.032,0.028,0.025,0.028,0.026,0.035,0.028,0.044,0.026,0.027,0.028,0.029,0.024,0.032,0.031,0.027,0.023,0.03,0.041,0.034,0.026,0.036,1376682,1765998.022
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51129_MPRAGE,0.02,0.021,0.023,0.049,0.031,0.035,0.024,0.033,0.031,0.039,0.03,0.047,0.036,0.029,0.03,0.028,0.022,0.039,0.025,0.056,0.025,0.03,0.023,0.029,0.03,0.028,0.03,0.028,0.023,0.027,0.04,0.039,0.039,0.029,1094278,1346023.492
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51130_MPRAGE,0.017,0.018,0.023,0.035,0.027,0.026,0.025,0.028,0.03,0.032,0.034,0.042,0.03,0.022,0.022,0.026,0.028,0.037,0.027,0.043,0.024,0.027,0.024,0.029,0.04,0.032,0.027,0.025,0.02,0.027,0.047,0.028,0.027,0.03,1075045,1424513.233
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51131_MPRAGE,0.022,0.018,0.024,0.044,0.02,0.034,0.03,0.031,0.033,0.036,0.038,0.046,0.032,0.028,0.029,0.022,0.023,0.028,0.028,0.04,0.025,0.027,0.027,0.027,0.024,0.028,0.027,0.029,0.022,0.026,0.036,0.038,0.038,0.029,1306134,1644788.942
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51132_MPRAGE,0.013,0.018,0.019,0.028,0.021,0.024,0.018,0.023,0.029,0.027,0.028,0.03,0.032,0.021,0.016,0.018,0.02,0.027,0.02,0.026,0.019,0.025,0.019,0.02,0.02,0.024,0.022,0.016,0.016,0.02,0.041,0.027,0.02,0.031,1392132,1656116.911
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51133_MPRAGE,0.014,0.018,0.022,0.026,0.056,0.021,0.019,0.03,0.023,0.023,0.031,0.031,0.029,0.021,0.022,0.019,0.021,0.026,0.023,0.023,0.022,0.023,0.023,0.021,0.033,0.024,0.026,0.02,0.02,0.022,0.041,0.029,0.059,0.046,1580334,1886257.082
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51134_MPRAGE,0.017,0.016,0.02,0.03,0.033,0.027,0.02,0.026,0.025,0.028,0.032,0.03,0.035,0.022,0.026,0.021,0.022,0.021,0.02,0.026,0.02,0.029,0.018,0.022,0.027,0.031,0.023,0.022,0.014,0.02,0.057,0.046,0.038,0.028,1163002,1405366.326
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51135_MPRAGE,0.013,0.018,0.02,0.032,0.04,0.024,0.021,0.023,0.026,0.028,0.03,0.034,0.032,0.022,0.016,0.02,0.021,0.027,0.019,0.026,0.02,0.029,0.018,0.022,0.03,0.025,0.024,0.023,0.015,0.022,0.061,0.024,0.037,0.028,1297490,1537665.714
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51136_MPRAGE,0.019,0.022,0.027,0.039,0.059,0.038,0.025,0.034,0.028,0.034,0.04,0.037,0.045,0.025,0.028,0.024,0.023,0.03,0.029,0.023,0.026,0.032,0.024,0.026,0.032,0.034,0.031,0.024,0.023,0.027,0.054,0.047,0.057,0.038,1319051,1454606.899
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51137_MPRAGE,0.015,0.02,0.02,0.032,0.042,0.029,0.022,0.028,0.03,0.03,0.044,0.034,0.048,0.023,0.015,0.02,0.023,0.033,0.022,0.03,0.024,0.028,0.019,0.023,0.031,0.031,0.022,0.022,0.018,0.027,0.049,0.046,0.037,0.038,1442007,1835923.408
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51138_MPRAGE,0.017,0.016,0.017,0.027,0.031,0.028,0.022,0.023,0.022,0.027,0.037,0.026,0.034,0.02,0.019,0.018,0.022,0.031,0.026,0.029,0.018,0.018,0.016,0.02,0.037,0.026,0.024,0.02,0.016,0.022,0.045,0.032,0.073,0.029,1298717,1673646.647
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51139_MPRAGE,0.016,0.016,0.023,0.037,0.031,0.02,0.025,0.026,0.028,0.031,0.035,0.033,0.035,0.022,0.017,0.019,0.019,0.031,0.021,0.024,0.021,0.023,0.02,0.024,0.029,0.032,0.025,0.022,0.019,0.026,0.043,0.029,0.05,0.028,1187934,1484712.47
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51140_MPRAGE,0.014,0.019,0.02,0.031,0.038,0.024,0.021,0.025,0.024,0.028,0.03,0.031,0.033,0.024,0.014,0.02,0.019,0.025,0.018,0.023,0.022,0.021,0.02,0.023,0.03,0.025,0.022,0.022,0.019,0.02,0.039,0.031,0.031,0.036,1364782,1340815.559
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51141_MPRAGE,0.014,0.016,0.018,0.029,0.021,0.023,0.022,0.023,0.022,0.026,0.032,0.028,0.039,0.02,0.016,0.016,0.019,0.022,0.021,0.028,0.021,0.023,0.018,0.02,0.021,0.026,0.022,0.023,0.017,0.022,0.054,0.027,0.014,0.027,1356570,1429444.804
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51142_MPRAGE,0.014,0.017,0.018,0.029,0.036,0.023,0.023,0.028,0.026,0.024,0.03,0.027,0.029,0.022,0.016,0.024,0.021,0.024,0.024,0.028,0.021,0.028,0.019,0.023,0.025,0.029,0.026,0.024,0.018,0.025,0.048,0.039,0.026,0.025,1387619,1624423.722
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51146_MPRAGE,0.018,0.016,0.028,0.035,0.031,0.028,0.031,0.029,0.032,0.042,0.034,0.044,0.029,0.025,0.017,0.029,0.025,0.033,0.027,0.036,0.027,0.031,0.032,0.026,0.022,0.032,0.028,0.03,0.026,0.026,0.047,0.045,0.035,0.033,1265572,1671645.653
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51147_MPRAGE,0.019,0.029,0.028,0.045,0.028,0.033,0.028,0.03,0.026,0.038,0.036,0.042,0.035,0.024,0.033,0.031,0.03,0.031,0.03,0.045,0.028,0.028,0.028,0.029,0.032,0.036,0.031,0.031,0.019,0.03,0.054,0.038,0.03,0.034,1203422,1650023.549
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51148_MPRAGE,0.019,0.028,0.035,0.043,0.037,0.029,0.031,0.03,0.033,0.038,0.035,0.05,0.033,0.029,0.025,0.029,0.027,0.034,0.025,0.045,0.026,0.03,0.032,0.027,0.038,0.032,0.026,0.028,0.022,0.032,0.037,0.043,0.03,0.036,1064396,1347749.575
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51149_MPRAGE,0.022,0.022,0.031,0.043,0.026,0.037,0.029,0.033,0.03,0.039,0.039,0.045,0.036,0.033,0.018,0.03,0.025,0.043,0.024,0.05,0.026,0.032,0.028,0.03,0.026,0.035,0.034,0.029,0.029,0.031,0.046,0.048,0.058,0.032,1067463,1343141.366
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51150_MPRAGE,0.019,0.03,0.026,0.04,0.024,0.034,0.033,0.036,0.028,0.039,0.042,0.042,0.032,0.03,0.03,0.025,0.03,0.036,0.03,0.036,0.028,0.031,0.032,0.032,0.036,0.032,0.03,0.031,0.025,0.029,0.053,0.032,0.034,0.042,1205639,1552711.531
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51151_MPRAGE,0.015,0.024,0.024,0.038,0.021,0.026,0.027,0.028,0.03,0.036,0.029,0.035,0.026,0.025,0.03,0.035,0.028,0.033,0.023,0.033,0.026,0.028,0.03,0.029,0.035,0.033,0.029,0.029,0.02,0.027,0.046,0.033,0.04,0.036,1405463,1673166.677
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51152_MPRAGE,0.027,0.018,0.027,0.04,0.022,0.032,0.029,0.033,0.031,0.044,0.039,0.046,0.031,0.028,0.017,0.025,0.029,0.039,0.033,0.056,0.028,0.025,0.028,0.03,0.023,0.033,0.031,0.028,0.024,0.026,0.053,0.03,0.037,0.036,1191328,1574957.648
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51153_MPRAGE,0.02,0.023,0.028,0.036,0.029,0.032,0.032,0.029,0.03,0.037,0.031,0.044,0.03,0.029,0.021,0.029,0.025,0.032,0.031,0.041,0.029,0.022,0.032,0.028,0.028,0.03,0.03,0.032,0.023,0.03,0.045,0.03,0.039,0.029,1247736,1576149.776
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51154_MPRAGE,0.023,0.019,0.025,0.037,0.047,0.033,0.026,0.032,0.033,0.036,0.035,0.035,0.028,0.027,0.02,0.028,0.022,0.038,0.022,0.034,0.024,0.026,0.028,0.028,0.029,0.028,0.028,0.028,0.024,0.028,0.045,0.053,0.046,0.036,1115346,1441282.714
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51155_MPRAGE,0.017,0.023,0.026,0.042,0.025,0.03,0.028,0.027,0.03,0.043,0.031,0.044,0.025,0.024,0.022,0.028,0.022,0.03,0.024,0.049,0.028,0.03,0.032,0.029,0.026,0.032,0.027,0.029,0.026,0.029,0.039,0.033,0.036,0.037,1273037,1574435.066
/neuro/labs/grantlab/research/MRI_Predict_Age/ABIDE_I/3NIFTI_FreeSurfer/ABIDE51156_MPRAGE,0.017,0.023,0.023,0.037,0.031,0.025,0.024,0.024,0.034,0.033,0.031,0.044,0.033,0.02,0.025,0.021,0.019,0.028,0.028,0.033,0.023,0.024,0.023,0.026,0.028,0.028,0.027,0.025,0.021,0.027,0.04,0.031,0.028,0.03,1266072,1622414.919
